Ranking,Token,Palabra,Frecuencia,FrecuenciaRelativa,Porcentaje,FrecuenciaAcumulada,CoberturaAcumulada
349,884,fin,38139,0.0002400640,0.024006,80904372,50.924854
350,885,carlos,38066,0.0002396045,0.023960,80942438,50.948815
351,886,luis,37836,0.0002381568,0.023816,80980274,50.972630
352,887,economía,37752,0.0002376281,0.023763,81018026,50.996393
353,888,elementos,37648,0.0002369735,0.023697,81055674,51.020091
354,889,siguiente,37512,0.0002361174,0.023612,81093186,51.043702
355,890,pueblo,37395,0.0002353810,0.023538,81130581,51.067240
356,891,situación,37384,0.0002353117,0.023531,81167965,51.090772
357,892,libro,37227,0.0002343235,0.023432,81205192,51.114204
358,893,media,36791,0.0002315791,0.023158,81241983,51.137362
359,894,especies,36664,0.0002307797,0.023078,81278647,51.160440
360,895,mx,36641,0.0002306350,0.023063,81315288,51.183503
361,896,varias,36596,0.0002303517,0.023035,81351884,51.206538
362,897,tenía,36407,0.0002291620,0.022916,81388291,51.229455
363,898,conocimiento,36294,0.0002284508,0.022845,81424585,51.252300
364,899,ver,36283,0.0002283815,0.022838,81460868,51.275138
365,900,ambos,36189,0.0002277899,0.022779,81497057,51.297917
366,901,iglesia,36137,0.0002274625,0.022746,81533194,51.320663
367,902,procesos,36056,0.0002269527,0.022695,81569250,51.343358
368,903,hombres,36038,0.0002268394,0.022684,81605288,51.366042
369,904,superior,35993,0.0002265561,0.022656,81641281,51.388698
370,905,primeros,35960,0.0002263484,0.022635,81677241,51.411333
371,906,década,35879,0.0002258386,0.022584,81713120,51.433917
372,907,ca,35773,0.0002251714,0.022517,81748893,51.456434
373,908,febrero,35697,0.0002246930,0.022469,81784590,51.478903
374,909,colombia,35617,0.0002241894,0.022419,81820207,51.501322
375,910,muestra,35552,0.0002237803,0.022378,81855759,51.523700
376,911,formación,35320,0.0002223200,0.022232,81891079,51.545932
377,912,muchas,35271,0.0002220116,0.022201,81926350,51.568133
378,913,fuentes,35243,0.0002218353,0.022184,81961593,51.590317
379,914,área,35229,0.0002217472,0.022175,81996822,51.612491
380,915,acción,35166,0.0002213506,0.022135,82031988,51.634627
381,916,equipo,35144,0.0002212122,0.022121,82067132,51.656748
382,917,pesar,35105,0.0002209667,0.022097,82102237,51.678844
383,918,cualquier,34993,0.0002202617,0.022026,82137230,51.700871
384,919,haber,34877,0.0002195315,0.021953,82172107,51.722824
385,920,fuera,34777,0.0002189021,0.021890,82206884,51.744714
386,921,actual,34732,0.0002186188,0.021862,82241616,51.766576
387,922,fuente,34664,0.0002181908,0.021819,82276280,51.788395
388,923,mucho,34638,0.0002180272,0.021803,82310918,51.810198
389,924,función,34619,0.0002179076,0.021791,82345537,51.831988
390,925,presencia,34478,0.0002170201,0.021702,82380015,51.853690
391,926,estructura,34458,0.0002168942,0.021689,82414473,51.875380
392,927,características,34324,0.0002160507,0.021605,82448797,51.896985
393,928,véase,34296,0.0002158745,0.021587,82483093,51.918572
394,929,efecto,34285,0.0002158052,0.021581,82517378,51.940153
395,930,inglés,34259,0.0002156416,0.021564,82551637,51.961717
396,931,hizo,34258,0.0002156353,0.021564,82585895,51.983281
397,932,francia,34225,0.0002154276,0.021543,82620120,52.004823
398,933,problemas,34210,0.0002153331,0.021533,82654330,52.026357
399,934,militar,34157,0.0002149995,0.021500,82688487,52.047857
400,935,finalmente,34155,0.0002149869,0.021499,82722642,52.069355
401,936,pública,34075,0.0002144834,0.021448,82756717,52.090804
402,937,cinco,34043,0.0002142820,0.021428,82790760,52.112232
403,938,recursos,34009,0.0002140680,0.021407,82824769,52.133639
404,939,aún,34008,0.0002140617,0.021406,82858777,52.155045
405,940,reino,33929,0.0002135644,0.021356,82892706,52.176401
406,941,papel,33841,0.0002130105,0.021301,82926547,52.197702
407,942,humanos,33815,0.0002128468,0.021285,82960362,52.218987
408,943,presente,33794,0.0002127147,0.021271,82994156,52.240258
409,944,municipio,33774,0.0002125888,0.021259,83027930,52.261517
410,945,externos,33703,0.0002121419,0.021214,83061633,52.282731
411,946,alto,33636,0.0002117201,0.021172,83095269,52.303903
412,947,menor,33614,0.0002115816,0.021158,83128883,52.325062
413,948,from,33565,0.0002112732,0.021127,83162448,52.346189
414,949,hoy,33501,0.0002108704,0.021087,83195949,52.367276
415,950,mercado,33484,0.0002107634,0.021076,83229433,52.388352
416,951,propio,33431,0.0002104298,0.021043,83262864,52.409395
417,952,permite,33407,0.0002102787,0.021028,83296271,52.430423
418,953,programa,33395,0.0002102032,0.021020,83329666,52.451444
